Handle,Title,Body (HTML),Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Fly Type (product.metafields.custom.fly_type),Product Format (product.metafields.custom.product_format),Season (product.metafields.custom.season),Spicies (product.metafields.custom.spicies)
millhouse-tarpon-toad,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
millhouse-tarpon-toad,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
millhouse-tarpon-toad,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
millhouse-tarpon-toad,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
slaters-kiss-kwan,Slaters Kiss Kwan,"<div class=""shopify-section"" id=""shopify-section-template--20865003225331__main"">
<div data-modal=""false"" data-history=""true"" data-product-handle=""flaming-lamborghini"" data-product-title=""Flaming Lamborghini"" data-section-type=""product"" data-product-id=""9319395000563"" data-section-id=""template--20865003225331__main"" class=""product-section"" id=""ProductSection-template--20865003225331__main"">
<div class=""page-content"">
<div class=""page-width"">
<div class=""grid"">
<div class=""grid__item medium-up--one-half"">
<div class=""product-single__meta"">
<div data-product-blocks="""">
<div class=""product-block"">
<div class=""rte"">
<div class=""shopify-section"" id=""shopify-section-template--20865003225331__main"">
<div data-modal=""false"" data-history=""true"" data-product-handle=""flaming-lamborghini-copy"" data-product-title=""Slaters Kiss Kwan"" data-section-type=""product"" data-product-id=""9319402111219"" data-section-id=""template--20865003225331__main"" class=""product-section"" id=""ProductSection-template--20865003225331__main"">
<div class=""page-content"">
<div class=""page-width"">
<div class=""grid"">
<div class=""grid__item medium-up--one-half"">
<div class=""product-single__meta"">
<div data-product-blocks="""">
<div class=""product-block"">
<div class=""rte"">
<p><span>The Slaters Kiss Kwan bonefish pattern has been tried and tested on some of the most spooky bones on the planet - will brilliant success! </span></p>
<p><span>The fly is tied on the super strong Tiemco 811 hook. Designed by Fulling Mill consultant Ian Slater.</span><br></p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""shopify-section"" id=""shopify-section-template--20865003225331__product-recommendations""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/9395_1800x1800_1d5030c6-56d1-4356-8371-0704c0dbe860.avif?v=1771014002,1,,FALSE,,,Streamers,Fly Bars,All Seasons,"Bass
Trout"
slaters-kiss-kwan,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
slaters-kiss-kwan,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
slaters-kiss-kwan,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
slaters-kiss-kwan,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
flaming-lamborghini,Flaming Lamborghini,"<div class=""shopify-section"" id=""shopify-section-template--20865003225331__main"">
<div data-modal=""false"" data-history=""true"" data-product-handle=""flaming-lamborghini"" data-product-title=""Flaming Lamborghini"" data-section-type=""product"" data-product-id=""9319395000563"" data-section-id=""template--20865003225331__main"" class=""product-section"" id=""ProductSection-template--20865003225331__main"">
<div class=""page-content"">
<div class=""page-width"">
<div class=""grid"">
<div class=""grid__item medium-up--one-half"">
<div class=""product-single__meta"">
<div data-product-blocks="""">
<div class=""product-block"">
<div class=""rte"">
<p><span>This GT pattern excels at imitating coral grouper behavior near reef structures, making it an indispensable choice for serious saltwater anglers. Engineered with optimal weight distribution, it casts effortlessly to distant targets while maintaining the structural integrity needed to withstand aggressive strikes. Constructed on the proven Gamakatsu SL12 hook, this fly combines proven design principles with reliable materials for consistent performance in demanding conditions.</span></p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/GTB04_1080x_91491ed6-a580-4267-a66d-da10f28371a0.webp?v=1771453077,1,,FALSE,,,Streamers,Fly Bars,All Seasons,"Bass
Trout"
flaming-lamborghini,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
flaming-lamborghini,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
flaming-lamborghini,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
flaming-lamborghini,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-tube-popper,Rainy's Flies - Tube Popper,"<p>Rainy's Flies Tube Popper represents a specialized bluewater pattern engineered for open ocean predators and trophy saltwater gamefish. The tube fly construction provides superior durability and allows quick leader changes without sacrificing the pattern itself—essential when targeting powerful fish capable of destroying conventional flies.</p>
<p>The popper design generates effective surface disturbance and attracts aggressive strikes from pelagic species through realistic baitfish imitation and commotion. Built for the demands of serious bluewater hunting, this pattern delivers the reliability and performance required when pursuing large saltwater gamefish in challenging offshore environments where equipment failure proves costly.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/1X1008_large_dbab279d-d637-4f0e-87af-5c9429fd6243.webp?v=1771481369,1,,FALSE,,,Poppers,Fly Bars,All Seasons,"Bass
Trout"
rainys-flies-tube-popper,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-tube-popper,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-tube-popper,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-tube-popper,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-wonky-pop,Rainy's Flies - CB Wonky Pop,"<p>Rainy's Flies CB Wonky Pop features an articulated body design that delivers exaggerated movement and erratic action in the water. The segmented construction creates lifelike swimming motion that mimics wounded or fleeing baitfish, triggering predatory instincts in aggressive gamefish.</p>
<p>This popper's dynamic articulation generates compelling surface disturbance and unpredictable movement patterns that outperform rigid alternatives when fish demand realistic forage behavior. The articulated design proves particularly effective in clear water conditions where selective fish scrutinize prey presentation. Whether targeting pike, bass, or saltwater species, the CB Wonky Pop's distinctive movement profile delivers the exaggerated action necessary to provoke strikes from fish that ignore conventional popper presentations.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/double-barrel-baitfish-popper_1024x1024_6ffe4e16-ea3f-4361-9244-3b8bd6f8fac7.avif?v=1771453302,1,,FALSE,,,Poppers,Fly Bars,All Seasons,"Bass
Trout"
rainys-flies-cb-wonky-pop,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-wonky-pop,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-wonky-pop,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-wonky-pop,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-psp-bubble-head,Rainy's Flies - PSP Bubble-Head,"<p>Rainy's Flies PSP Bubble-Head stands as a versatile big-game popper engineered for explosive topwater action across multiple predatory species. The signature hole through the head allows water passage, generating a distinctive fish-attracting racket and unique bubble trail that triggers aggressive strikes. This innovative design simultaneously reduces wind resistance during casting, improving accuracy and distance when targeting distant structure. The PSP Bubble-Head excels against pike, peacock bass, redfish, tarpon, and stripers—delivering consistent performance across freshwater and saltwater applications. The combination of proven popper mechanics with refined aerodynamics makes this pattern an efficient choice for anglers seeking reliable topwater results without sacrificing casting performance or fish-attracting capability.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/rainys_psp_bubble_head_popper_white_1800x1800_5ef92ad4-335e-489a-bb8a-6c2fabbead4d.jpg?v=1771013417,1,,FALSE,,,Poppers,Fly Bars,All Seasons,"Bass
Trout"
rainys-flies-psp-bubble-head,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-psp-bubble-head,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-psp-bubble-head,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-psp-bubble-head,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-mini-wonk,Rainy's Flies - Mini Wonk,"<p>Rainy's Flies Mini Wonk delivers compact all-purpose popper performance for anglers targeting smaller predatory species and finicky fish. The diminutive profile excels when larger patterns prove counterproductive, offering realistic baitfish imitation in a refined package. This popper generates effective surface action without excessive disturbance, making it ideal for clear water conditions and selective fish. The Mini Wonk's versatility spans freshwater and saltwater applications, eliminating the need for multiple small-profile patterns. Whether targeting panfish, smaller bass, or juvenile saltwater species, this pattern combines proven popper mechanics with a scaled-down design that connects with fish when standard-sized alternatives fail to produce.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/65_461e382a-82c8-48ad-aaf4-2829d3b515ce.webp?v=1771453506,1,,FALSE,,,Poppers,Fly Bars,All Seasons,"Bass
Trout"
rainys-flies-mini-wonk,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-mini-wonk,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-mini-wonk,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-mini-wonk,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-taco-pescado,Rainy's Flies - CB Taco Pescado,"<p>Rainy's Flies CB Taco Pescado functions as a versatile all-purpose popper pattern suited for diverse saltwater and freshwater applications. This proven design delivers reliable topwater action across multiple predatory species, from aggressive inshore hunters to open water gamefish. The popper's construction generates effective surface disturbance that attracts strikes through realistic baitfish imitation and commotion.</p>
<p>Its adaptability makes it an efficient choice for anglers targeting variable species without requiring extensive pattern inventories. Whether fishing flats, structure, or open water, the CB Taco Pescado's straightforward effectiveness and proven track record establish it as a dependable option for anglers seeking consistent topwater performance across diverse fishing scenarios.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/471d_1080x_1800x1800_31436506-a3ad-4505-89e7-3765cb77259c.webp?v=1771013203,1,,FALSE,,,Poppers,Fly Bars,All Seasons,"Bass
Trout"
rainys-flies-cb-taco-pescado,,,,,,,12,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-taco-pescado,,,,,,,14,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-taco-pescado,,,,,,,16,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-taco-pescado,,,,,,,18,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-banger,Rainy's Flies - CB Poppin' Feather-Head,"<p>Rainy's Flies CB Poppin' Feather-Head delivers specialized bluewater performance for sailfish and billfish applications. The distinctive feather-head construction creates realistic baitfish imitation while generating surface disturbance that attracts aggressive strikes from pelagic predators. This pattern excels in open ocean conditions where explosive topwater action triggers feeding responses in trophy-class fish.</p>
<p>The proven design combines proven materials with refined proportions, ensuring consistent performance across varying bluewater scenarios. Whether targeting sailfish on the flats or billfish in deeper waters, this pattern's reputation among experienced saltwater anglers makes it an essential choice for serious offshore hunters pursuing the ocean's most powerful gamefish.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/TP100P.webp?v=1771452019,1,,FALSE,,,Poppers,Fly Bars,All Seasons,"Bass
Trout"
rainys-flies-cb-banger,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-banger,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-banger,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
rainys-flies-cb-banger,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
crease-fly-all-colors,Crease Fly,"<p>Crease Fly functions as a versatile popper pattern equally effective in freshwater and saltwater applications against aggressive predatory species. Rather than producing deep popping disturbance, this pattern excels at imitating a skittering, fleeing baitfish—creating subtle surface commotion that triggers strikes from feeding fish.</p>
<p>The skipping and skittering action proves particularly deadly when fish are actively busting baitballs, where realistic escape behavior outperforms aggressive noise-making presentations. </p>
<p>This all-purpose design eliminates the need for multiple patterns, making it an efficient choice for anglers targeting everything from largemouth bass to stripers to saltwater species. The refined surface disturbance mimics genuine forage behavior, connecting with fish in high-activity feeding situations where authenticity matters most.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/crease_fly_blue.webp?v=1771012362,1,,FALSE,,,Poppers,Fly Bars,All Seasons,"Bass
Trout"
crease-fly-all-colors,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
crease-fly-all-colors,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
crease-fly-all-colors,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
crease-fly-all-colors,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
yewchuks-2-timing-toad,Yewchuk's 2 Timing Toad,"<p>Yewchuk's 2 Timing Toad delivers high-floating frog imitation engineered for explosive topwater action. The Double Barrel head construction provides superior buoyancy and durability, keeping the pattern riding high in the surface film where predatory fish hunt. Realistic frog legs create lifelike movement and silhouette, triggering aggressive strikes from bass, pike, and other topwater hunters. This pattern excels in shallow vegetation and around structure where frogs naturally congregate, offering an authentic presentation that outperforms generic alternatives. The combination of proven head design and anatomically correct leg articulation makes this toad an essential choice for anglers targeting frog-feeding species in shallow water environments.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/34-1210-w_1800x1800_31c4d02c-45fd-45b1-85ad-164888e1304e.webp?v=1771012116,1,,FALSE,,,Poppers,Fly Bars,All Seasons,"Bass
Trout"
yewchuks-2-timing-toad,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
yewchuks-2-timing-toad,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
yewchuks-2-timing-toad,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
yewchuks-2-timing-toad,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
nyap-6-0,Nyap 6/0,"<p>Not Your Average Popper (NYAP) represents the gold standard in saltwater foam patterns, designed by Fulling Mill consultant James Christmas—a seasoned Alphonse Island guide with proven expertise in trophy GT fishing. This deceptively simple foam design has accounted for massive GTs across the world's premier flats destinations. Built on the legendary Gamakatsu SL12 hook, the NYAP delivers the durability and reliability demanded by explosive saltwater strikes. Quality matters here—inferior alternatives risk losing the fish of a lifetime when a GT's violent take destroys the foam body. Stock multiple copies in your box; experienced anglers know that one explosive hit often renders a pattern unusable, requiring backups for sustained success. The NYAP's proven track record makes it non-negotiable for serious GT hunters.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/1165_Not-Your-Average-Popper-NYAP-Black-Purple-3.webp?v=1771452174,1,,FALSE,,,Poppers,Fly Bars,All Seasons,"Bass
Trout"
nyap-6-0,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
nyap-6-0,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
nyap-6-0,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
nyap-6-0,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,
blackhurst-tactical-cdc-caddis,Blackhurst Tactical CDC Caddis,"<p>Blackhurst Tactical CDC Caddis exploits the most lethal moment in a caddis lifecycle—when emerging insects break free from their shuck and struggle to dry their wings in the film. Fish recognize this vulnerability instantly, making this pattern devastatingly effective even against the most selective trout. CDC material delivers precisely calibrated buoyancy to suspend the fly in the film where naturals congregate, presenting an irresistible target. Built on our tactical barbless hook—ultra-sharp, exceptionally strong, and finished in black nickel for maximum stealth—this pattern combines proven imitation with premium hardware. Tied in tan to match the most common emerging caddis, it's an essential addition for anglers targeting technical water where presentation and materials matter.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/2FRS019W.webp?v=1771011583,1,,FALSE,,,Emergers,Fly Bars,All Seasons,Trout
blackhurst-tactical-cdc-caddis,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
blackhurst-tactical-cdc-caddis,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
blackhurst-tactical-cdc-caddis,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
blackhurst-tactical-cdc-caddis,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
hickey-s-tungsten-bead-auto-emerger,Hickey’s Tungsten Bead Auto Emerger,"<p>Hickey's Tungsten Bead Auto Emerger harnesses tungsten's superior density to achieve rapid depth penetration without resorting to split shot on your leader. The tungsten bead head efficiently drives this pattern into the lower water column where feeding fish congregate, making it ideal for searching deeper lies. Deploy it as your anchor fly in tandem rigs—pair it with a lighter nymph above or combine it with a lighter nymph and dry fly to systematically cover the entire water column in a single presentation. This versatile BWO emerger pattern excels in multi-fly setups, allowing you to fish multiple depths simultaneously and maximize your chances of connecting with selective trout across varying feeding zones.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,3.2,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/0X3G039W.webp?v=1771011515,1,,FALSE,,,Emergers,Fly Bars,All Seasons,Trout
hickey-s-tungsten-bead-auto-emerger,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,3.2,,TRUE,TRUE,,,,,,,,,,,,,,,
hickey-s-tungsten-bead-auto-emerger,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,3.2,,TRUE,TRUE,,,,,,,,,,,,,,,
hickey-s-tungsten-bead-auto-emerger,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,3.2,,TRUE,TRUE,,,,,,,,,,,,,,,
hickey-s-tungsten-bead-auto-emerger,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,3.2,,TRUE,TRUE,,,,,,,,,,,,,,,
cdc-mayfly-emerger,CDC Mayfly Emerger,"<p>The RS2 stands as an essential tail water pattern that demands unconventional presentation tactics. While classified as an emerger, this fly achieves its greatest effectiveness when fished as a subsurface nymph rather than in traditional emerger fashion. Present it at the precise depth where fish are holing, delivering the fly directly into their feeding zone underwater. This counterintuitive approach unlocks the RS2's lethal potential, making it indispensable for anglers targeting selective trout in technical tail water environments where standard emerger presentations fall short.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/801E019W.webp?v=1771011430,1,,FALSE,,,Emergers,Fly Bars,All Seasons,Trout
cdc-mayfly-emerger,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
cdc-mayfly-emerger,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
cdc-mayfly-emerger,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
cdc-mayfly-emerger,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
rs2,RS2,"<p>The RS2 stands as an essential tail water pattern that demands unconventional presentation tactics. While classified as an emerger, this fly achieves its greatest effectiveness when fished as a subsurface nymph rather than in traditional emerger fashion. Present it at the precise depth where fish are holding, delivering the fly directly into their feeding zone underwater. This counterintuitive approach unlocks the RS2's lethal potential, making it indispensable for anglers targeting selective trout in technical tail water environments where standard emerger presentations fall short.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/067T149W.jpg?v=1771011362,1,,FALSE,,,Emergers,Fly Bars,All Seasons,Trout
rs2,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
rs2,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
rs2,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
rs2,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
wd-40,WD-40,"<p>• Western staple for small BWO and midge nymphs and emergers with a proven track record of consistent results</p>
<p>• Versatile emerger pattern that effectively imitates multiple insect species beyond its namesake applications</p>
<p>• Time-tested design that has earned its reputation through decades of field success across challenging waters</p>
<p>• Excels at the critical emerger stage when insects are most vulnerable to feeding trout</p>
<p>• Size selection is paramount—match your local hatch carefully for optimal effectiveness</p>
<p>• Delivers reliable performance in technical situations where selectivity demands precision</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/02CX019W.jpg?v=1771011151,1,,FALSE,,,Emergers,Fly Bars,Winter,Trout
wd-40,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
wd-40,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
wd-40,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
wd-40,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
cdc-emerging-caddis,CDC Emerging Caddis,"<p>• Targets caddis flies during their most vulnerable stage—breaking free from the shuck and drying their wings in the film</p>
<p>• Hangs perfectly in the water column where emerging insects are most exposed to feeding trout</p>
<p>• CDC material provides subtle buoyancy to keep the fly suspended in the top of the film where naturals congregate</p>
<p>• Proven effective by anglers who've tested this pattern extensively in the field</p>
<p>• Mimics the transitional phase when caddis are least able to escape, triggering aggressive strikes from selective fish</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/0389679W.webp?v=1771010984,1,,FALSE,,,Emergers,Fly Bars,All Seasons,Trout
cdc-emerging-caddis,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
cdc-emerging-caddis,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
cdc-emerging-caddis,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
cdc-emerging-caddis,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
